Number;Text;Flag
1042411;?高度輸入一個隨機因子.;Modified
1042412;已取消坡度.;Modified
1042413;"輸入一個地形數字列表; 使用間隔分開：";Modified
1042414;地形填滿加入被取消.;Modified
1042415;當你身上塗抹油彩時無法偽裝自己;Modified
1042416;選擇要染色的皮製品.;Modified
1042417;你不能染那東西.;Modified
1042418;你只能用這染缸染整皮草.;Modified
1042419;你不能染整已經鎖定的皮革.;Modified
1042420;當前門打開時你無法鎖定.;Modified
1042421;你不需要將一個投票箱鎖定或設定保全.;Modified
1042422;有地圖0;Modified
1042423;有地圖1;Modified
1042424;有地圖2;Modified
1042425;有地圖3;Modified
1042426;有地圖4;Modified
1042427;有地圖5;Modified
1042428;有地圖6;Modified
1042429;有地圖7;Modified
1042430;有地圖8;Modified
1042431;有地圖9;Modified
1042432;有地圖10;Modified
1042433;有地圖11;Modified
1042434;有地圖12;Modified
1042435;有地圖13;Modified
1042436;有地圖14;Modified
1042437;有地圖15;Modified
1042438;這是和3d可以並存的客戶端;Modified
1042439;有地圖0;Modified
1042440;有地圖1;Modified
1042441;有地圖2;Modified
1042442;有地圖3;Modified
1042443;有地圖4;Modified
1042444;有地圖5;Modified
1042445;有地圖6;Modified
1042446;有地圖7;Modified
1042447;有地圖8;Modified
1042448;有地圖9;Modified
1042449;有地圖10;Modified
1042450;有地圖11;Modified
1042451;有地圖12;Modified
1042452;有地圖13;Modified
1042453;有地圖14;Modified
1042454;有地圖15;Modified
1042455;這是和3d可以並存的客戶端;Modified
1042456;有地圖0;Modified
1042457;有地圖1;Modified
1042458;有地圖2;Modified
1042459;有地圖3;Modified
1042460;有地圖4;Modified
1042461;有地圖5;Modified
1042462;有地圖6;Modified
1042463;有地圖7;Modified
1042464;有地圖8;Modified
1042465;有地圖9;Modified
1042466;有地圖10;Modified
1042467;有地圖11;Modified
1042468;有地圖12;Modified
1042469;有地圖13;Modified
1042470;有地圖14;Modified
1042471;有地圖15;Modified
1042472;這是和3d可以並存的客戶端;Modified
1042473;你失去了你在護衛的人.;Modified
1042474;袋子拒絕那個物品.;Modified
1042475;從埋下的石頭上一股魔法的靈氣圍繞著你;Modified
1042476;從埋下的石頭上一股魔法的靈氣圍繞著你;Modified
1042477;你不能再監獄裡埋石頭!;Modified
1042478;當你使用月寶珠最後一個點數時她粉碎了 .;Modified
1042479;你擦掉身上所有油彩.;Modified
1042480;無法看到目標!;Modified
1042481;我真沒用!;Modified
1042482;目標太遠了!;Modified
1042483;執行死神之花攻擊;Modified
1042484;失敗：探路 - 試試新方向;Modified
1042485;準備再次戰鬥!;Modified
1042486;開始戰鬥：開始!;Modified
1042487;遭遇攻擊：開始!;Modified
1042488;被擊中了：快跑！;Modified
1042489;你失去了許多善惡值。;Modified
1042490;An Nox;Modified
1042491;In Vas Mani;Modified
1042492;In Mani;Modified
1042493;An Ort;Modified
1042494;我不會放棄我的財產!;Modified
1042495;我已經被雇用了.;Modified
1042496;你也許只能可以給其他玩家榮譽。;Modified
1042497;只有陣營夥伴能用這種方式給予榮譽。;Modified
1042498;只有陣營夥伴能用這種方式給予榮譽。;Modified
1042499;你至少要有五個殺敵點數才能給予他榮譽。;Modified
1042500;你被給予了四點殺敵點數的榮譽。;Modified
1042501;善惡值已經鎖定. 在聖殿吟頌真言才能將祂再度開啟.;Modified
1042502;憐憫已經假設你也許再度回到美德的道路.;Modified
1042503;"你似乎真誠的悔悟了;你也許再度重回美德的道路.";Modified
1042504;榮譽你的責任，就像是你走在美德的道路。;Modified
1042505;你謙遜的要求已經假設你也許再度回到美德的道路.;Modified
1042506;"正義已經得到伸張 ; 你可以再走回美德的路上.";Modified
1042507;你的犧牲已經被紀錄了. 你可以再走回美德的路上.;Modified
1042508;"你的心靈已經純淨;你可以再回到美德的路上.";Modified
1042509;"當你的心與勇氣在一起時;你可能再次走在美德的大道上.";Modified
1042510;你再度掌握你的命運.;Modified
1042511;善惡值已經鎖定. 在聖殿吟頌真言才能將祂再度開啟.;Modified
1042512;當你身上塗抹油彩時無法施展變身術;Modified
1042513;：是;Modified
1042514;容器：是;Modified
1042515;容器：否;Modified
1042516;;Modified
1042517;陣營：中立;Modified
1042518;陣營：善良;Modified
1042519;陣營：邪惡;Modified
1042520;陣營：錯誤...非法值;Modified
1042521;罪犯：是;Modified
1042522;裝備欄;Modified
1042523;"看過死亡; 但遺漏了攻擊者和遇難者.";Modified
1042524;你已選擇不要記錄你的支援代表。;Modified
1042525;你的選擇已經紀錄下來.;Modified
1042526;另一個守護者已經被請求了。;Modified
1042527;你不能在騎乘海馬時施展傳送術.;Modified
1042528;你不能看到那個!;Modified
1042529;你不能完全的講述那裡是...;Modified
1042530;你必須在你的背包第一層裡有陷阱移除工具組才能移除陣營陷阱.;Modified
1042531;你已經使用了所有陷阱移除工具組的所有部份.;Modified
1042532;你讓自己從網中釋放出來!;Modified
1042533;你的座騎感覺到你的憂慮並打開一道月之門讓你逃跑.;Modified
1042534;你的座騎召喚了自然力量到你對手身上.;Modified
1042535;你無法在那個區域下馬.;Modified
1042536;你的皮膚和燒掉的部落油彩一樣烤焦了!;Modified
1042537;你現在承受了野蠻人部落的印記. 你身上的油彩將持續約一個星期或者你可以使用油布來擦掉它.;Modified
1042538;你失去了很多善惡值。;Modified
1042539;你身上的油彩脫落了!;Modified
1042540;我現身了!;Modified
1042541;開始戰鬥!;Modified
1042542;開始嘗試顯現隱藏物!;Modified
1042543;你無法在這個世界使用那個.;Modified
1042544;這個物品已經沒有點數.;Modified
1042545;當你在戰鬥時無法召喚海馬.;Modified
1042546;游走了.;Modified
1042547;你無法保全這個.;Modified
1042548;不移位設定。;Modified
1042549;船可能無法放置在這個區域.;Modified
1042550;船可能無法放置在這個區域.;Modified
1042551;"我沒看到那個導航點; 船長.";Modified
1042552;啊! 拍拍我的肩膀 (雙擊) 來重新命名你的船.;Modified
1042553;你的背包中必須放有該物件才能使用.;Modified
1042554;你的背包中必須放有該物件才能使用.;Modified
1042555;你陷入蜘蛛網中.;Modified
1042556;你甚至連銀行帳戶裡都沒有足夠的金幣.;Modified
1042557;每隻寵物我索取90個金幣作為真實世界一個星期的維護費. 我將從你的銀行戶頭提取這筆款項. 什麼寵物是你想寄放在這個馬房的?;Modified
1042558;每隻寵物我索取30個金幣作為真實世界一個星期的維護費. 我將從你的銀行戶頭提取這筆款項. 什麼寵物是你想寄放在這個馬房的?;Modified
1042559;拿去吧... 祝你有個愉快的一天！;Modified
1042560;拿去吧... 祝你有個愉快的夜晚！;Modified
1042561;請先下馬.;Modified
1042562;你並未擁有這隻寵物!;Modified
1042563;你需要先將寵物背包的東西清空.;Modified
1042564;我很抱歉. 你的寵物似乎很忙.;Modified
1042565;你有太多寵物在馬房中了!;Modified
1042566;我的馬房非常繁忙. 請提領你的動物讓我們可以將它們挑出來.;Modified
1042567;輸入新的整體密度。;Modified
1042568;整體密度輸入取消。;Modified
1042569;密度範圍輸入取消。;Modified
1042570;你一定要輸入範圍以兩個數字被空格分開的格式。;Modified
1042571;大塊範圍輸入取消。;Modified
1042572;你一定要輸入範圍以兩個數字被空格分開的格式。;Modified
1042573;"輸入一個地形數字列表; 使用間隔分開：";Modified
1042574;已取消所選擇的地形過濾器類型.;Modified
1042575;已清除列表.;Modified
1042576;"輸入加權列表; 使用間隔分開.";Modified
1042577;已取消加權列表輸入.;Modified
1042578;數字衝突：移除最後一件物品。;Modified
1042579;已取消物體類型輸入.;Modified
1042580;"輸入一個地形數字列表; 使用間隔分開：";Modified
1042581;已取消山的陰影.;Modified
1042582;已取消坡度.;Modified
1042583;?高度輸入一個隨機因子.;Modified
1042584;已取消坡度.;Modified
1042585;"輸入一個地形數字列表; 使用間隔分開：";Modified
1042586;地形填充輸入取消。;Modified
1042587;自動設定到不列顛城.;Modified
1042588;當你攜帶城徽時無法施展瞬間移動.;Modified
1042589;你正在個別指導中而且無法脫離.;Modified
1042590;你不能馴服這生物.;Modified
1042591;你不能馴服這生物.;Modified
1042592;當你使用變身術時不能馴服這生物.;Modified
1042593;那並不是你的背包.;Modified
1042594;你並不知道如何使用這東西.;Modified
1042595;點擊屍體來製作標本.;Modified
1042596;那具屍體似乎已經被其他的標本製作者拜訪過了.;Modified
1042597;那個已經鎖定.;Modified
1042598;你沒有足夠的木板.;Modified
1042599;那個看起來並不像是你想掛在牆上的東西.;Modified
1042600;那個不是一具屍體!;Modified
1042601;你不能製作一張標本契約.;Modified
1042602;你使用你的工具組製作了標本.;Modified
1042603;你不懂如何使用這套工具組.;Modified
1042604;當你騎乘海馬時無法施展瞬間移動.;Modified
1042605;"輸入工作區域 (x; y) (x; y)";Modified
1042606;已取消行動;Modified
1042607;行動區域格式不正確.;Modified
1042608;掃描完成;Modified
1042609;"你將在你的銀行找到一張價值1;000;000 金幣的支票!";Modified
1042610;有點錯誤.無法將支票放入銀行.;Modified
1042611;已變更等級.;Modified
1042612;汪;Modified
1042613;你沒有足夠的絆馬索球來製造那個。;Modified
1042614;你沒有足夠的皮來製造那個.;Modified
1042615;你製造了一個絆馬索並放入你的背包中。;Modified
1042616;你沒有成功做出絆馬索並在製造過程中損失了一些皮革。;Modified
1042617;你沒有桶環.;Modified
1042618;你並沒有桶蓋.;Modified
1042619;你並沒有10個空瓶.;Modified
1042620;你並沒有桶子.;Modified
1042621;你無法使用製作最後一項物品功能來製作該物品.;Modified
1042622;我以為你是和我說話.;Modified
1042623;"使用一袋麵粉和這個;一個廚師可以製造出野蠻人慣用的身體油彩.";Modified
1042624;那個地方並不在你屋內.;Modified
1042625;這張契約似乎破損了n.;Modified
1042626;標本必須放置在靠牆的地方.;Modified
1042627;那個地方並不在你屋內.;Modified
1042628;在你將物品回收成契約前必須先解除鎖定.;Modified
1042629;你無法將標本回收成契約.;Modified
1042630;附掛了 tut_attach_init ！;Modified
1042631;你只能在崔美爾大陸得到個別指導。;Modified
1042632;你也須需要一個比那個人更好的越獄計畫!;Modified
1042633;取得 TUTORIAL_INIT 訊息;Modified
1042634;我要去哈文鎮了! 耶!;Modified
1042635;當你從深出拉起大魚時你的釣魚杆彎曲了!;Modified
1042636;此底稿必須多重使用;Modified
1042637;這被視為購買，無法退還。;Modified
1042638;我相信你可能低估了這件物品的價值，讓我幫你估價吧。;Modified
1042639;這是你要求的金幣.;Modified
1042640;句法：'load <shardname>' - 全部小寫，伺服器名稱不得包含空格;Modified
1042641;格式：'load <shardname>' - 全部小寫，伺服器名稱不得包含空格;Modified
1042642;你不能在此開啟旅行門.;Modified
1042643;你不能在一個世界創造到相同世界的世界間旅行門.;Modified
1042644;當你在哈文鎮時，你不能是unavailable的狀態;Modified
1042645;你不能在此開啟旅行門.;Modified
1042646;你不能在一個世界創造到相同世界的世界間旅行門.;Modified
1042647;你只可以更改一次名字.;Modified
1042648;錯誤：不合理的特殊效果號碼;Modified
1042649;目前沒有新手分派給你，所以你無法跟隨。;Modified
1042650;先前提出要求的回饋物並沒有製作成功。你的帳號無法提供那項回饋物.;Modified
1042651;你的回饋要求正在進行中。這可能需要幾分鐘來製作你要的回饋物.;Modified
1042652;創造你的回饋物品失敗。你的帳號無法提供這項回饋物。你可以在下次登入時重新提出要求.;Modified
1042653;老玩家回饋除錯：製作;Modified
1042654;老玩家回饋除錯：登入;Modified
1042655;老玩家回饋除錯：VETREWARDS_RESPONSE;Modified
1042656;創造你的回饋物品失敗。你的帳號無法提供這項回饋物. 你可以在下次登入時重新提出要求.;Modified
1042657;老玩家回饋除錯：vr_NewReward does not exist;Modified
1042658;老玩家回饋除錯：vr_NewReward is invalid;Modified
1042659;這裡並不是測試主機!;Modified
1042660;一張聖誕禮物兌換券放入了你的背包裡.;Modified
1042661;那個不是你的票.;Modified
1042662;一個雪景球放入了你的背包裡.;Modified
1042663;一個聖誕鈴鐺放入了你的背包裡.;Modified
1042664;你的背包中必須放有該物件才能使用.;Modified
1042665;你花光了這種原料：;Modified
1042666;你無法全然的瞭解他們身體的特徵。;Modified
1042667;這件物品仍然屬於陣營物品的天數為：;Modified
1042668;你目前銀行的存款餘額是：;Modified
1042669;你存放了一些金幣：;Modified
1042670;"你的金幣只有部分可以存放 ; 金額是：";Modified
1042671;"你剩餘的資金退還給你 ; 金額是：";Modified
1042672;"金幣已經存入你的帳戶裡 ; 金額是：";Modified
1042673;"我在你銀行的保管箱裡放進了一張支票 ; 金額是：";Modified
1042674;"我在你的背包裡放進了一張支票 ; 金額是：";Modified
1042675;你創造了一些鑄塊：;Modified
1042676;他們是有顏色的：;Modified
1042677;你並沒有在鐵砧附近.;Modified
